,age,workclass,education,educational.num,marital.status,race,gender,hours.per.week,income
33258,58.0 - 90.0,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33263,25.0 - 31.0,Local-gov,10th,6,Never-married,White,Male,36.0 - 40.0,<=50K
33264,31.0 - 35.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33268,16.0 - 25.0,Private,Assoc-voc,11,Never-married,White,Male,0.0 - 36.0,<=50K
33269,35.0 - 40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
33270,50.0 - 58.0,Private,Some-college,10,Never-married,White,Male,36.0 - 40.0,>50K
33274,40.0 - 45.0,Federal-gov,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,36.0 - 40.0,>50K
33278,58.0 - 90.0,Private,12th,8,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
33279,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33280,16.0 - 25.0,State-gov,Assoc-acdm,12,Never-married,White,Male,0.0 - 36.0,<=50K
33281,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Female,0.0 - 36.0,<=50K
33282,25.0 - 31.0,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Male,0.0 - 36.0,<=50K
33285,50.0 - 58.0,Private,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,0.0 - 36.0,<=50K
33291,58.0 - 90.0,State-gov,1st-4th,2,Widowed,White,Female,0.0 - 36.0,<=50K
33292,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
33293,35.0 - 40.0,Private,10th,6,Divorced,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
33299,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Male,50.0 - 99.0,<=50K
33300,50.0 - 58.0,Private,Bachelors,13,Never-married,White,Female,50.0 - 99.0,<=50K
33302,40.0 - 45.0,State-gov,Some-college,10,Divorced,White,Female,36.0 - 40.0,<=50K
33303,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Male,0.0 - 36.0,<=50K
33308,40.0 - 45.0,Self-emp-not-inc,Some-college,10,Divorced,White,Female,0.0 - 36.0,<=50K
33309,25.0 - 31.0,Private,7th-8th,4,Separated,White,Female,36.0 - 40.0,<=50K
33310,25.0 - 31.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33313,50.0 - 58.0,Private,Doctorate,16,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33314,50.0 - 58.0,Federal-gov,Some-college,10,Married-civ-spouse,White,Female,36.0 - 40.0,>50K
33315,50.0 - 58.0,Private,5th-6th,3,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
33316,58.0 - 90.0,Private,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
33318,25.0 - 31.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33320,58.0 - 90.0,State-gov,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33321,50.0 - 58.0,Local-gov,HS-grad,9,Widowed,White,Female,0.0 - 36.0,<=50K
33322,58.0 - 90.0,Local-gov,Bachelors,13,Married-civ-spouse,White,Female,40.0 - 50.0,>50K
33328,50.0 - 58.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
33329,58.0 - 90.0,Private,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33330,16.0 - 25.0,Private,Some-college,10,Never-married,White,Male,36.0 - 40.0,<=50K
33331,25.0 - 31.0,Self-emp-not-inc,Bachelors,13,Never-married,White,Male,50.0 - 99.0,<=50K
33333,50.0 - 58.0,Federal-gov,Some-college,10,Widowed,Amer-Indian-Eskimo,Female,36.0 - 40.0,<=50K
33334,16.0 - 25.0,Private,12th,8,Never-married,White,Female,0.0 - 36.0,<=50K
33335,40.0 - 45.0,Private,Some-college,10,Divorced,White,Female,40.0 - 50.0,<=50K
33336,40.0 - 45.0,Local-gov,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
33338,35.0 - 40.0,Private,HS-grad,9,Divorced,Black,Male,0.0 - 36.0,<=50K
33340,58.0 - 90.0,Local-gov,Doctorate,16,Widowed,White,Female,36.0 - 40.0,<=50K
33343,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Female,0.0 - 36.0,<=50K
33344,58.0 - 90.0,Private,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
33346,16.0 - 25.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33352,16.0 - 25.0,Private,10th,6,Never-married,White,Female,0.0 - 36.0,<=50K
33353,40.0 - 45.0,Private,Some-college,10,Married-spouse-absent,Black,Female,36.0 - 40.0,<=50K
33355,58.0 - 90.0,Self-emp-not-inc,1st-4th,2,Divorced,White,Female,0.0 - 36.0,<=50K
33357,58.0 - 90.0,Private,HS-grad,9,Divorced,White,Female,0.0 - 36.0,<=50K
33360,45.0 - 50.0,Private,HS-grad,9,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
33362,40.0 - 45.0,Local-gov,Assoc-voc,11,Divorced,White,Female,36.0 - 40.0,<=50K
33367,58.0 - 90.0,Private,HS-grad,9,Widowed,White,Female,0.0 - 36.0,<=50K
33370,45.0 - 50.0,Private,Assoc-voc,11,Separated,White,Male,36.0 - 40.0,<=50K
33371,40.0 - 45.0,Private,Assoc-voc,11,Divorced,White,Male,0.0 - 36.0,<=50K
33372,58.0 - 90.0,Private,Some-college,10,Divorced,White,Female,50.0 - 99.0,<=50K
33373,50.0 - 58.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
33375,50.0 - 58.0,Private,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33376,16.0 - 25.0,Private,11th,7,Never-married,White,Male,0.0 - 36.0,<=50K
33377,25.0 - 31.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33378,35.0 - 40.0,Private,HS-grad,9,Separated,Amer-Indian-Eskimo,Female,36.0 - 40.0,<=50K
33381,40.0 - 45.0,Private,11th,7,Divorced,White,Male,50.0 - 99.0,>50K
33382,58.0 - 90.0,Private,7th-8th,4,Married-civ-spouse,White,Female,50.0 - 99.0,<=50K
33384,50.0 - 58.0,Local-gov,Doctorate,16,Divorced,White,Female,36.0 - 40.0,>50K
33388,40.0 - 45.0,State-gov,HS-grad,9,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
33395,31.0 - 35.0,Private,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33399,35.0 - 40.0,Private,10th,6,Divorced,Black,Female,36.0 - 40.0,<=50K
33400,35.0 - 40.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33402,40.0 - 45.0,Private,9th,5,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
33405,58.0 - 90.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33407,40.0 - 45.0,Federal-gov,HS-grad,9,Never-married,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
33408,35.0 - 40.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Black,Male,40.0 - 50.0,<=50K
33409,50.0 - 58.0,State-gov,Masters,14,Divorced,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
33410,25.0 - 31.0,Private,Doctorate,16,Never-married,White,Male,0.0 - 36.0,<=50K
33411,58.0 - 90.0,Self-emp-inc,HS-grad,9,Divorced,White,Male,0.0 - 36.0,<=50K
33414,31.0 - 35.0,Self-emp-not-inc,Assoc-voc,11,Never-married,White,Male,50.0 - 99.0,<=50K
33416,16.0 - 25.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
33417,50.0 - 58.0,Local-gov,11th,7,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
33418,50.0 - 58.0,Private,1st-4th,2,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33419,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Female,40.0 - 50.0,<=50K
33421,25.0 - 31.0,Private,Bachelors,13,Never-married,White,Female,0.0 - 36.0,<=50K
33423,25.0 - 31.0,Private,Bachelors,13,Married-spouse-absent,White,Female,40.0 - 50.0,<=50K
33424,16.0 - 25.0,Private,7th-8th,4,Never-married,Black,Female,36.0 - 40.0,<=50K
33425,58.0 - 90.0,Private,Bachelors,13,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
33430,25.0 - 31.0,Private,Prof-school,15,Never-married,White,Male,40.0 - 50.0,<=50K
33431,40.0 - 45.0,Local-gov,Bachelors,13,Married-civ-spouse,Black,Female,36.0 - 40.0,>50K
33433,58.0 - 90.0,Self-emp-inc,HS-grad,9,Widowed,White,Female,0.0 - 36.0,<=50K
33439,50.0 - 58.0,Local-gov,Some-college,10,Widowed,White,Female,0.0 - 36.0,<=50K
33441,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,36.0 - 40.0,<=50K
33443,25.0 - 31.0,Private,HS-grad,9,Never-married,Other,Male,36.0 - 40.0,<=50K
33445,45.0 - 50.0,State-gov,Some-college,10,Never-married,Black,Female,36.0 - 40.0,<=50K
33446,40.0 - 45.0,Private,Bachelors,13,Divorced,White,Male,36.0 - 40.0,>50K
33447,16.0 - 25.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
33448,16.0 - 25.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
33450,58.0 - 90.0,Private,Some-college,10,Divorced,Black,Female,36.0 - 40.0,<=50K
33453,16.0 - 25.0,Self-emp-not-inc,Some-college,10,Never-married,White,Male,40.0 - 50.0,<=50K
33454,58.0 - 90.0,Private,HS-grad,9,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33455,16.0 - 25.0,Federal-gov,Assoc-acdm,12,Never-married,White,Female,0.0 - 36.0,<=50K
33456,25.0 - 31.0,Private,Some-college,10,Never-married,White,Male,50.0 - 99.0,<=50K
33457,35.0 - 40.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33459,25.0 - 31.0,Local-gov,Some-college,10,Never-married,Black,Male,36.0 - 40.0,<=50K
33461,58.0 - 90.0,Private,HS-grad,9,Widowed,White,Female,0.0 - 36.0,<=50K
33463,31.0 - 35.0,Private,Masters,14,Never-married,White,Male,36.0 - 40.0,>50K
33468,35.0 - 40.0,State-gov,HS-grad,9,Divorced,Black,Female,40.0 - 50.0,<=50K
33471,25.0 - 31.0,Self-emp-inc,Some-college,10,Separated,White,Female,36.0 - 40.0,<=50K
33476,16.0 - 25.0,State-gov,Some-college,10,Never-married,White,Female,36.0 - 40.0,<=50K
33477,50.0 - 58.0,Private,HS-grad,9,Never-married,Black,Female,36.0 - 40.0,<=50K
33478,35.0 - 40.0,Private,Some-college,10,Separated,White,Female,0.0 - 36.0,<=50K
33480,40.0 - 45.0,Private,12th,8,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
33483,16.0 - 25.0,Private,11th,7,Never-married,White,Male,40.0 - 50.0,<=50K
33485,50.0 - 58.0,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
33487,50.0 - 58.0,Local-gov,HS-grad,9,Married-civ-spouse,Black,Male,36.0 - 40.0,>50K
33488,45.0 - 50.0,Local-gov,Bachelors,13,Divorced,White,Female,36.0 - 40.0,>50K
33490,35.0 - 40.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33491,35.0 - 40.0,State-gov,Masters,14,Never-married,White,Male,36.0 - 40.0,<=50K
33492,16.0 - 25.0,Self-emp-not-inc,Assoc-acdm,12,Never-married,White,Male,40.0 - 50.0,<=50K
33496,50.0 - 58.0,Private,Bachelors,13,Divorced,Black,Female,40.0 - 50.0,<=50K
33499,50.0 - 58.0,Private,7th-8th,4,Divorced,White,Female,36.0 - 40.0,<=50K
33500,16.0 - 25.0,State-gov,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
33502,35.0 - 40.0,Private,Some-college,10,Divorced,White,Female,40.0 - 50.0,<=50K
33503,58.0 - 90.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33505,25.0 - 31.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33506,16.0 - 25.0,Private,11th,7,Never-married,Asian-Pac-Islander,Female,0.0 - 36.0,<=50K
33507,40.0 - 45.0,Local-gov,Masters,14,Divorced,Black,Female,36.0 - 40.0,<=50K
33511,25.0 - 31.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
33513,45.0 - 50.0,Self-emp-not-inc,HS-grad,9,Divorced,White,Female,0.0 - 36.0,>50K
33516,58.0 - 90.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33517,45.0 - 50.0,State-gov,HS-grad,9,Separated,White,Female,36.0 - 40.0,<=50K
33524,40.0 - 45.0,Local-gov,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33525,50.0 - 58.0,Private,HS-grad,9,Separated,White,Female,36.0 - 40.0,<=50K
33528,58.0 - 90.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33530,58.0 - 90.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
33536,58.0 - 90.0,Federal-gov,Bachelors,13,Divorced,Black,Female,36.0 - 40.0,<=50K
33537,35.0 - 40.0,Local-gov,Some-college,10,Separated,Other,Male,50.0 - 99.0,<=50K
33538,45.0 - 50.0,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,36.0 - 40.0,<=50K
33539,25.0 - 31.0,Private,11th,7,Never-married,White,Male,40.0 - 50.0,<=50K
33540,31.0 - 35.0,Local-gov,HS-grad,9,Divorced,White,Male,36.0 - 40.0,<=50K
33542,40.0 - 45.0,State-gov,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33544,31.0 - 35.0,Local-gov,HS-grad,9,Never-married,Black,Female,36.0 - 40.0,<=50K
33545,25.0 - 31.0,State-gov,Assoc-voc,11,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
33549,35.0 - 40.0,Private,HS-grad,9,Never-married,White,Male,40.0 - 50.0,<=50K
33550,16.0 - 25.0,Private,HS-grad,9,Never-married,White,Female,40.0 - 50.0,<=50K
33551,35.0 - 40.0,Self-emp-not-inc,Bachelors,13,Never-married,Asian-Pac-Islander,Male,50.0 - 99.0,<=50K
33553,58.0 - 90.0,Private,Assoc-acdm,12,Divorced,White,Female,40.0 - 50.0,<=50K
33554,58.0 - 90.0,Federal-gov,Assoc-voc,11,Divorced,White,Male,36.0 - 40.0,>50K
33555,35.0 - 40.0,State-gov,Doctorate,16,Married-civ-spouse,White,Female,36.0 - 40.0,>50K
33556,40.0 - 45.0,Private,12th,8,Separated,Black,Male,36.0 - 40.0,<=50K
33560,16.0 - 25.0,Local-gov,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
33561,25.0 - 31.0,Private,9th,5,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33563,31.0 - 35.0,State-gov,Masters,14,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33565,45.0 - 50.0,State-gov,HS-grad,9,Separated,White,Female,36.0 - 40.0,<=50K
33571,31.0 - 35.0,Private,Assoc-acdm,12,Married-spouse-absent,Black,Female,0.0 - 36.0,<=50K
33572,16.0 - 25.0,Self-emp-not-inc,HS-grad,9,Never-married,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
33573,35.0 - 40.0,Private,Bachelors,13,Married-spouse-absent,White,Male,40.0 - 50.0,>50K
33574,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,Black,Male,40.0 - 50.0,>50K
33577,35.0 - 40.0,Private,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33578,31.0 - 35.0,Private,Bachelors,13,Never-married,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
33579,16.0 - 25.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Female,36.0 - 40.0,<=50K
33580,58.0 - 90.0,Self-emp-not-inc,Masters,14,Widowed,White,Male,0.0 - 36.0,>50K
33581,58.0 - 90.0,Private,Bachelors,13,Divorced,White,Female,40.0 - 50.0,>50K
33585,35.0 - 40.0,Private,HS-grad,9,Divorced,White,Female,40.0 - 50.0,<=50K
33587,25.0 - 31.0,Private,11th,7,Divorced,White,Female,50.0 - 99.0,<=50K
33588,40.0 - 45.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33591,31.0 - 35.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Female,50.0 - 99.0,>50K
33594,40.0 - 45.0,Local-gov,Prof-school,15,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33596,58.0 - 90.0,Private,Bachelors,13,Never-married,White,Male,36.0 - 40.0,>50K
33600,25.0 - 31.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33602,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Male,50.0 - 99.0,<=50K
33605,35.0 - 40.0,Private,Masters,14,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
33608,50.0 - 58.0,Self-emp-not-inc,12th,8,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33609,50.0 - 58.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
33610,50.0 - 58.0,Self-emp-not-inc,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
33611,40.0 - 45.0,Local-gov,Assoc-voc,11,Never-married,White,Male,40.0 - 50.0,<=50K
33612,35.0 - 40.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33613,50.0 - 58.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33615,58.0 - 90.0,Private,9th,5,Never-married,Black,Female,0.0 - 36.0,<=50K
33616,25.0 - 31.0,Private,Assoc-voc,11,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33620,35.0 - 40.0,Local-gov,HS-grad,9,Never-married,White,Male,36.0 - 40.0,<=50K
33621,50.0 - 58.0,Local-gov,12th,8,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33624,45.0 - 50.0,Private,Some-college,10,Divorced,White,Female,50.0 - 99.0,<=50K
33626,35.0 - 40.0,Self-emp-inc,Some-college,10,Divorced,White,Male,50.0 - 99.0,<=50K
33627,58.0 - 90.0,Self-emp-inc,Some-college,10,Widowed,White,Female,0.0 - 36.0,<=50K
33628,25.0 - 31.0,Self-emp-not-inc,Assoc-voc,11,Divorced,White,Female,36.0 - 40.0,<=50K
33631,45.0 - 50.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33632,45.0 - 50.0,Private,HS-grad,9,Never-married,White,Male,0.0 - 36.0,<=50K
33638,25.0 - 31.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
33644,40.0 - 45.0,Private,Masters,14,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
33646,31.0 - 35.0,Private,Doctorate,16,Never-married,White,Female,50.0 - 99.0,>50K
33647,45.0 - 50.0,Self-emp-not-inc,HS-grad,9,Divorced,White,Male,0.0 - 36.0,<=50K
33649,40.0 - 45.0,Local-gov,Masters,14,Divorced,White,Female,36.0 - 40.0,<=50K
33651,31.0 - 35.0,Private,Assoc-voc,11,Never-married,White,Female,50.0 - 99.0,<=50K
33653,25.0 - 31.0,Private,Bachelors,13,Married-spouse-absent,White,Female,36.0 - 40.0,<=50K
33654,16.0 - 25.0,Local-gov,Assoc-acdm,12,Never-married,White,Female,0.0 - 36.0,<=50K
33655,40.0 - 45.0,Private,9th,5,Never-married,White,Female,36.0 - 40.0,<=50K
33656,35.0 - 40.0,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33660,58.0 - 90.0,Private,Masters,14,Married-spouse-absent,White,Male,50.0 - 99.0,>50K
33661,45.0 - 50.0,Private,10th,6,Divorced,Black,Male,36.0 - 40.0,<=50K
33664,16.0 - 25.0,Private,Assoc-acdm,12,Never-married,White,Male,50.0 - 99.0,<=50K
33667,40.0 - 45.0,Local-gov,Assoc-acdm,12,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33668,35.0 - 40.0,Local-gov,Some-college,10,Married-civ-spouse,Amer-Indian-Eskimo,Male,36.0 - 40.0,<=50K
33671,31.0 - 35.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33672,45.0 - 50.0,Local-gov,Assoc-voc,11,Never-married,White,Male,40.0 - 50.0,<=50K
33674,35.0 - 40.0,Private,Masters,14,Never-married,White,Male,40.0 - 50.0,<=50K
33675,40.0 - 45.0,Self-emp-inc,Masters,14,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
33676,40.0 - 45.0,Private,HS-grad,9,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33678,25.0 - 31.0,State-gov,Some-college,10,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33679,25.0 - 31.0,Self-emp-inc,Bachelors,13,Never-married,White,Male,40.0 - 50.0,>50K
33688,45.0 - 50.0,Local-gov,HS-grad,9,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
33689,40.0 - 45.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33691,35.0 - 40.0,Private,HS-grad,9,Divorced,White,Female,0.0 - 36.0,<=50K
33692,40.0 - 45.0,Private,HS-grad,9,Divorced,White,Female,36.0 - 40.0,>50K
33693,16.0 - 25.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33697,40.0 - 45.0,State-gov,Prof-school,15,Married-civ-spouse,Black,Male,36.0 - 40.0,<=50K
33701,58.0 - 90.0,Private,Doctorate,16,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33702,45.0 - 50.0,Local-gov,Assoc-acdm,12,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33703,16.0 - 25.0,Private,Bachelors,13,Never-married,White,Female,0.0 - 36.0,<=50K
33704,45.0 - 50.0,Self-emp-not-inc,Some-college,10,Separated,White,Male,0.0 - 36.0,<=50K
33706,45.0 - 50.0,Private,HS-grad,9,Never-married,Amer-Indian-Eskimo,Male,50.0 - 99.0,<=50K
33707,45.0 - 50.0,Federal-gov,Masters,14,Never-married,White,Female,36.0 - 40.0,<=50K
33709,25.0 - 31.0,Private,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,>50K
33712,58.0 - 90.0,Private,Bachelors,13,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33713,16.0 - 25.0,Private,Assoc-voc,11,Never-married,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
33715,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,Other,Female,0.0 - 36.0,>50K
33716,58.0 - 90.0,Self-emp-inc,10th,6,Married-civ-spouse,White,Female,0.0 - 36.0,<=50K
33719,50.0 - 58.0,Federal-gov,10th,6,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33722,35.0 - 40.0,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Female,0.0 - 36.0,>50K
33723,31.0 - 35.0,Private,Assoc-voc,11,Married-civ-spouse,White,Female,0.0 - 36.0,>50K
33728,45.0 - 50.0,State-gov,Bachelors,13,Married-civ-spouse,Black,Male,36.0 - 40.0,>50K
33731,25.0 - 31.0,Private,11th,7,Married-civ-spouse,Asian-Pac-Islander,Male,36.0 - 40.0,<=50K
33732,40.0 - 45.0,Private,Some-college,10,Widowed,Black,Female,36.0 - 40.0,<=50K
33735,58.0 - 90.0,Local-gov,HS-grad,9,Widowed,Amer-Indian-Eskimo,Female,0.0 - 36.0,<=50K
33738,25.0 - 31.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,0.0 - 36.0,<=50K
33742,35.0 - 40.0,State-gov,HS-grad,9,Married-civ-spouse,Black,Female,36.0 - 40.0,<=50K
33745,45.0 - 50.0,Private,10th,6,Married-civ-spouse,White,Male,40.0 - 50.0,>50K
33746,16.0 - 25.0,Local-gov,Bachelors,13,Never-married,Asian-Pac-Islander,Female,36.0 - 40.0,<=50K
33747,25.0 - 31.0,Private,Some-college,10,Separated,Black,Female,36.0 - 40.0,<=50K
33749,35.0 - 40.0,Private,HS-grad,9,Married-civ-spouse,White,Male,50.0 - 99.0,<=50K
33750,25.0 - 31.0,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33756,40.0 - 45.0,Private,Some-college,10,Married-civ-spouse,Other,Male,0.0 - 36.0,<=50K
33757,31.0 - 35.0,Local-gov,Bachelors,13,Never-married,White,Male,50.0 - 99.0,<=50K
33758,16.0 - 25.0,Private,Some-college,10,Never-married,Asian-Pac-Islander,Male,0.0 - 36.0,<=50K
33759,16.0 - 25.0,Local-gov,12th,8,Never-married,Black,Female,0.0 - 36.0,<=50K
33761,35.0 - 40.0,Private,Assoc-voc,11,Divorced,Black,Male,40.0 - 50.0,<=50K
33763,35.0 - 40.0,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
33768,58.0 - 90.0,Private,10th,6,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33770,50.0 - 58.0,Self-emp-not-inc,Some-college,10,Never-married,White,Male,0.0 - 36.0,<=50K
33774,40.0 - 45.0,Federal-gov,Assoc-voc,11,Never-married,White,Female,36.0 - 40.0,>50K
33775,40.0 - 45.0,Private,11th,7,Never-married,White,Male,40.0 - 50.0,<=50K
33776,35.0 - 40.0,Federal-gov,Some-college,10,Never-married,Black,Male,36.0 - 40.0,>50K
33778,50.0 - 58.0,Private,10th,6,Married-civ-spouse,Black,Female,36.0 - 40.0,<=50K
33780,40.0 - 45.0,Local-gov,HS-grad,9,Divorced,Amer-Indian-Eskimo,Female,36.0 - 40.0,<=50K
33782,50.0 - 58.0,Private,Assoc-acdm,12,Married-civ-spouse,White,Male,40.0 - 50.0,<=50K
33784,45.0 - 50.0,Private,Bachelors,13,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
33785,45.0 - 50.0,Private,Some-college,10,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
33786,35.0 - 40.0,Private,Some-college,10,Never-married,White,Female,0.0 - 36.0,<=50K
33787,58.0 - 90.0,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,White,Male,36.0 - 40.0,<=50K
33788,16.0 - 25.0,Private,HS-grad,9,Never-married,Amer-Indian-Eskimo,Female,0.0 - 36.0,<=50K
33789,16.0 - 25.0,Private,Some-college,10,Never-married,Black,Female,0.0 - 36.0,<=50K
33790,50.0 - 58.0,Local-gov,Masters,14,Married-civ-spouse,White,Male,36.0 - 40.0,>50K
33791,40.0 - 45.0,Private,Some-college,10,Separated,Black,Female,0.0 - 36.0,<=50K
33792,50.0 - 58.0,Self-emp-not-inc,1st-4th,2,Married-civ-spouse,White,Male,50.0 - 99.0,>50K
